text,label
injury sidelines philippoussis mark philippoussis withdrew from the sydney international tennis tournament as expected on sunday after suffering a groin injury during the hopman cup.  his participation in the australian open  which begins on 17 january in melbourne  also remains in doubt. defending women s champion justine henin-hardenne is also out of the sydney event because of a knee injury. in the only main draw men s or women s singles match on sunday  nathalie dechy beat american lisa raymond 7-5 6-3. number one men s seed lleyton hewitt begins his quest for a fourth sydney title on tuesday when he plays karol beck. lindsay davenport  top seed in the women s draw  has been handed a first-round bye and plays france s dechy in the second round on tuesday.,0
minister digs in over doping row the belgian sports minister at the centre of the svetlana kuznetsova doping row says he will not apologise for making allegations against her.  claude eerdekens claims the us open champion tested positive for ephedrine at an exhibition event last month. criticised for making the announcement  he said:  i will never apologise. this product is banned and it s up to her to explain why it s there.  kuznetsova says the stimulant may have been in a cold remedy she took. the russian said she did nothing wrong by taking the medicine during the event. the women s tennis association cleared kuznetsova of any offence because the drug is not banned when taken out of competition.  eerdekens said he made the statement in order to protect the other three players that took part in the tournament  belgian justine henin-hardenne  nathalie dechy of france and russia s elena dementieva. but dechy is fuming that she has been implicated in the row.  how can you be happy when you see your face on the cover page and talking about doping   dechy said.  i m really upset about it and i think the belgian government did a really bad job about this.  i think we deserve an apology from the guy. you cannot say anything like this - you cannot say some stuff like this  saying it s one of these girls. this is terrible.  dementieva is also angry and says that dechy and herself are the real victims of the scandal.  you have no idea what i have been through all these days. it s been too hard on me   she said.  the wta are trying to handle this problem by saying there are three victims  but i see only two victims in this story - me and nathalie dechy  who really have nothing to do with this.  to be honest with you  i don t feel like i want to talk to sveta at all. i m just very upset with the way everything has happened.,0
beckham relief as real go through david beckham expressed his relief at real madrid s passage to the champions league knockout phase.  after real s 3-0 win at roma  the england skipper admitted another season of under-achievement would not be tolerated at the bernabeu stadium. beckham said:  it s expected of madrid to get through  but it s a relief for the club and players to have won.  we lost momentum last season but we cannot afford to to go another season without winning anything.  real s finish as runners-up in their champions league group means they cannot face his old club manchester united in the next round. but real could be drawn against other premiership hopefuls  arsenal or chelsea  who won their respective groups.  it s going to be great whoever we play  even if we don t get either of the two english teams.,0
hewitt fights back to reach final lleyton hewitt kept his dream of an australian open title alive with a four-set win over andy roddick in friday s second semi-final.  the home favourite will face marat safin in sunday s final after coming through 3-6 7-6 (7-3) 7-6 (7-4) 6-1. hewitt fought back from a set down and trailed in both tie-breaks but would not be denied  thrilling the melbourne crowd with a typically battling effort. he is aiming to be the first australian winner since mark edmondson in 1976. hewitt is the first australian to make the final since pat cash lost to mats wilander in 1988  but faces a huge challenge against safin - the conqueror of roger federer. after needing five sets in his last two matches there was reason to think hewitt might struggle for fitness. he certainly made a sluggish start  dropping his opening service game  and roddick dominated with his huge serve as he took the first set.  after 12 tense games in the second  the key moment came when hewitt raised his game in the tie-break to overturn an early mini-break. that energised the crowd but roddick was not finished and raced 4-1 clear in the crucial third before hewitt pegged him back and forced another tie-break. again roddick broke first and again hewitt fought back  taking the lead with a superb backhand pass.  the australian was not to be denied and a disheartened roddick made little impact in the fourth set as hewitt raced to victory  sending the melbourne crowd wild and ensuring the final will be a huge occasion.  it s awesome   said hewitt.  i started preparing for this tournament nine months ago.  i ve done a lot of hard yards to get here.  i ve always said i d do anything to get in the first night final at the australian open. now i ve got my chance.  roddick was furious with himself for failing to take advantage of leads in both tie-breaks.  i m usually pretty money in those   said roddick.  either one of those would have given me a distinct advantage.  i m mad  i felt i was in there with a shot. he put himself in position to win big points. i donated a little more than i would have wanted.  and the american played down the influence of one spectator who appeared to contribute to a double fault by shouting during rodick s service action.  it just took one jackass to shout out   said roddick  adding that the crowd overall was  very respectful .,0
almagro continues spanish surge unseeded nicolas almagro became the fifth spaniard to reach the last eight at the buenos aires open  ousting eighth seed mariano zabaleta.  he showed admirable resolve to win a rain-affected match 6-7 6-4 6-4. compatriot and seventh seed rafael nadal also reached the last eight  beating italian potito starace 6-1 6-3. nadal  playing in the outdoor clay event for the first time  hit some powerful forehands to oust starace in a match delayed over an hour by rain.  it s always a problem to have to stop for rain but one gets used to it   said spanish teenager nadal.  luckily  i was able to keep my pace going throughout the match.  he will now play gaston gaudio  who beat unseeded brazilian flavio saretta 6-3 6-2 in the day s late match.,0
robinson out of six nations england captain jason robinson will miss the rest of the six nations because of injury.  robinson  stand-in captain in the absence of jonny wilkinson  had been due to lead england in their final two games against italy and scotland. but the sale full-back pulled out of the squad on wednesday because of a torn ligament in his right thumb. the 30-year-old will undergo an operation on friday but england have yet to name a replacement skipper.  robinson said:  this is very disappointing for me as this means i miss england s last two games in the six nations at twickenham and two games for my club  sale sharks.  but i m looking to be back playing very early in april.   robinson picked up the injury in the 19-13 defeat to ireland at lansdowne road on saturday. and coach andy robinson said:  i am hugely disappointed for jason.  as england captain he has been an immense figure during the autumn internationals and the six nations  leading by example at all times. i look forward to having him back in the england squad.  the announcement is the latest setback for robinson s injury-depleted squad.  among the key figures already missing are jonny wilkinson  mike tindall  will greenwood  julian white and phil vickery - a list which leaves robinson short on candidates for the now vacant captaincy role. former england skipper jeremy guscott told bbc radio five live his choice would be matt dawson  even though he is does not hold a regular starting place.   the obvious choice is dawson  said guscott.  especially given that harry ellis did not have his best game at scrum-half on saturday.  dawson has the credentials and the experience  even though his winning record at captain is not great.  the other option in martin corry  who is the standout forward at the moment.  unfortunately england cannot rely on leaders on the field at the moment.  england will announce their squad for the 12 march game against italy on saturday.,0
mourinho takes swipe at arsenal chelsea boss jose mourinho has attempted to pile the pressure on title rivals arsenal ahead of the gunners facing newcastle on wednesday.  arsenal will play the magpies a day after chelsea beat portsmouth during a busy festive programme. and mourinho said:  they always seem to have two or three days  rest in which to recover. perhaps it s something to do with the television schedule.  all my players are tired  especially john terry.   chelsea boss jose mourinho admitted his side were  lucky  to win at fratton park but is still unhappy with the amount of games in such a short space of time during this time of year. he added:  we have had to play two matches in three days which is foreign to many of my players and  although i understand the traditions of football here at this time of year  it is not good for your health to do it.   you can sit back and smoke cigars  one after another  and it is a good life  but it is not actually good for you.  playing so many games is certainly not healthy  especially for teams who still have european commitment.,0
iaaf awaits greek pair s response kostas kenteris and katerina thanou are yet to respond to doping charges from the international association of athletics federations (iaaf).  the greek pair were charged after missing a series of routine drugs tests in tel aviv  chicago and athens. they have until midnight on 16 december and an iaaf spokesman said:  we re sure their responses are on their way.  if they do not respond or their explanations are rejected  they will be provisionally banned from competition. they will then face a hearing in front of the greek federation  which will ultimately determine their fate. their former coach christos tzekos has also been charged with distributing banned substances. under iaaf rules  the athletes could receive a maximum one-year suspension. kenteris and thanou already face a criminal trial after being charged with avoiding a drug test on the eve of the athens olympics and then faking a motorcyle crash.  no date for the trial has yet been set and again tzekos is also facing charges. the iaaf issued an official warning to the trio last year after they were discovered training in qatar rather than in crete  where they had said they would be. all athletes must inform their national federations where they are at all times  so they can be available for out-of-competition drugs tests. but kenteris and thanou then went on to skip tests in tel aviv and chicago  when they decided to fly back to greece early. then just before the olympics  the pair dramatically missed another test in athens and withdrew from the games.,0
lewis-francis turns to christie mark lewis-francis has stepped up his preparations for the new season by taking advice from british sprint icon linford christie.  the 22-year-old is set to compete at sheffield this weekend and will then take on maurice greene and kim collins in birmingham on 18 february.  training in wales and getting advice from linford christie is broadening my mind   said lewis-francis. the sprinter has also shed weight since winning relay gold at the athens games.  last year i was 91kg  now i am 86.9kg - hopefully my times will come down   he said.  this has been brought about by eating the right foods and cutting out the snacks. it is just discipline and being more focused about what i am doing.   i am still keeping up my weights work and i can see the improvement in my running.  despite playing his part in britain s successful 4x100m relay team  lewis-francis still feels the frustration of missing out on the individual 100m final at the 2004 olympics.  that was heartbreaking  but i had made it to the semi-final and for me  on a personal level  that was an achievement.  i just have to be patient and build up for the next olympics. that is my goal and whatever i do between now and then will be geared to making the final.,0
davenport puts retirement on hold lindsay davenport has put any talk of retirement on hold after having a largely injury-free 2004 campaign.  the 28-year-old world number one had said that she would quit at the end of last year  but after a successful season she has had a change of heart.  finally i felt i put myself in a position to try and win grand slams again   said davenport.  it would be tough to walk away when i feel like i can contend so there s no point in hanging it up quite yet.  davenport has won three grand slams  the 2000 australian open  wimbledon in 1999 and the 1998 us open. her career has been hit by a series of injuries but last year she started hitting top form and won seven titles. she was due to take part in this week s hopman cup in perth but decided she wanted to rest her knee.  i just really wanted to make sure my right knee was going to be able to really withstand all the rigours of the whole year coming up   she said.,1
london irish 19-33 wasps wasps made light of the absence of several internationals to sink london irish with a trio of second-half tries.  rob hoadley returned to haunt his old club at the madejski stadium  scoring the opening try in the 43rd minute. tom voyce powered through the irish defence for wasps  second try before richard birkett went over unchallenged. mark van gisbergen added 18 points. irish replied with three penalties and a mark mapletoft drop goal before scott staniforth ran in a consolation try. barry everitt  who replaced mapletoft late in the game  added the conversion to become the fourth premiership player to reach 1 000 points. he joins jonny wilkinson  tim stimpson and paul grayson in achieving that target. wasps piled on the pressure in an attempt to grab a fourth try which would have secured them a bonus point  but they were denied by some desperate defending from irish. director of rugby warren gatland revealed that harsh words at half-time inspired his wasps side to raise their game after the restart.   they got a roasting and it was a good second-half performance when they came out and played to instructions   he said. gatland also singled out stand-in flankers tom rees and john hart for special praise.  they did very well. the back row played some fantastic rugby   he added. london irish coach gary gold felt the result exposed his side s lack of consistency.  irish trailed by just two points at the break and gold said:  for 55 minutes we lived with the best but we have got to get back for the full 80 minutes.  gold will now turn his attention to next week s powergen cup semi-final at struggling leeds.  we ve got a good chance but with leeds facing possible relegation they re going to come out firing   he added.  horak  staniforth  penney  nordt  bishop; mapletoft  edwards; hatley  van der walt  hardwick; kennedy  casey; gustard  dawson  murphy.  replacements: everitt for mapletoft (53)  hodgson for edwards (77)  wheatley for hatley (71)  paice for van der walt (60)  strudwick for kennedy (60)  danaher for gustard (66)  reid for murphy (47)  van gisbergen; voyce  erinle  hoadley  roberts; king  richards; payne  greening  dowd; shaw  purdy; hart  rees  dallaglio.  replacements: priscott for roberts (71)  green for dowd (71)  skivington for shaw (71)  birkett for hart (57)  gotting for rees (39). not used: fury  brooks,0
o leary agrees new villa contract aston villa boss david o leary signed a three-and-a-half year contract extension on thursday  securing his future at the club until summer 2008.  o leary s future was in question  but villa chairman doug ellis said he was happy to secure the deal.  david s record since his arrival in 2003 is excellent and he shares the board s amibitions in taking this club forward   he told villa s website.  for this reason it was important we got this right.  o leary put pen to paper after deals were sorted for his right-hand men roy aitken and steve mcgregor.  it was important to me roy and steve  an integral part of my team  should stay for the same time   o leary said on thursday ahead of signing his new deal.  someone has to try and put aston villa back where they should belong and i m up for the challenge. earlier in december  there were rumours o leary would quit if he is not offered a new deal before the end of the season.  but he denied that  saying he was happy to take on the challenge of improving villa s fortunes in the long term.  i want to make sure by the end of the five years i would have been in charge that villa are achieving top six finishes in the premiership on a regular basis   said o leary  who took over at villa park in may 2003.  but to achieve that  and take the next step forward  we do need to bring in quality players.  i would like a couple next month if at all possible to set us on the way.  meanwhile  o leary has rapped skipper olof mellberg for his comments before sunday s derby with birmingham.  mellberg spoke of his dislike of villa s rivals ahead of the match  which steve bruce s side won 2-1.  i ve had more than a quiet word with olof. it s been said within the whole group  not as a one-to-one   he told villa s website.  you shouldn t leave yourself open to be shot down. you shouldn t give people the chance to take cheap shots at you and he set himself up for that.,0
wright-phillips to start on right england coach sven-goran eriksson has revealed shaun wright-phillips will start against the netherlands.  but wright-phillips will not make his first start for england playing on the left  as had been widely expected.  shaun wright-phillips will probably start the game   said eriksson.  but i m not going to start wright-phillips on the left.  eriksson also revealed that wes brown will start alongside jamie carragher in the injury-hit centre of defence. when asked if brown and carragher would start eriksson replied:  i could tell you yes.  it s a blow that four or five central defenders are away because of injuries.  on the other hand it s good for carragher and brown to show what they can do at this level. that s positive.  the england coach said that he had been impressed by wright-phillips  form for manchester city.  he deserves his chance. he has been playing well all season and i look forward to seeing him.  and he added that andy johnson and stewart downing - the other two new players in the squad - would also get a chance to impress.  wright-phillips  downing and johnson will start or get the chance to play some part.  johnson was not in my plans a year ago but he is doing a great season and scoring a lot of goals.  downing is another one making a great season. he is young  talented and there are not too many left-footed players in the squad.,0
ireland 21-19 argentina an injury-time dropped goal by ronan o gara stole victory for ireland from underneath the noses of argentina at lansdowne road on saturday.  o gara kicked all of ireland s points  with two dropped goals and five penalties  to give the home side a 100% record in their autumn internationals. an impressive argentina appeared in control until the dying seconds. the pumas shocked the irish early on with a try from federico aramburu  and felipe contepomi kicked 14 points. the well-drilled and sharper pumas out-played and out-thought ireland in the early stages. indiscipline allowed argentina s leinster fly-half contepomi to open the scoring in the third minute with a straightforward penalty. he was on the mark again two minutes later when argentina shocked a ragged ireland with the first try of the game. ireland turned the ball over and manuel contepomi broke through an unstructured defence before feeding his midfield partner aramburu to sprint in under the posts. o gara finally got ireland on the board with a dropped goal in the ninth minute only for contepomi to rifle over his second penalty two minutes later. playing into a strong wind and rain  ireland continued to come second best in tight situations  and turnovers began to mount up against a rugged defence. o gara managed to land his second penalty in the 36th minute  but once again contepomi replied in kind four minutes into first-half injury time. the second-half started as the first had ended. o gara rifled over another penalty in the 45th minute  but contepomi matched it three minutes later. the upper-body strength of the pumas never allowed ireland to take control up front  while the three-quarters had no space to manoeuvre. ireland had to rely on o gara s boot to keep in touch rather than any contrived running plays. the munsterman landed two more penalties - one of them from 48 metres - to bring his team to within four points with 13 minutes on the clock remaining. and ireland s chance came when argentina s number eight gonzalo longo was yellow carded with six minutes to go for an offence in the line-out. o gara made no mistake as he rifled over his fifth penalty to set up a tense final few minutes. but ireland showed great composure to get themselves into a position to allow o gara to thump over a massive drop goal to complete a tremendous  if fortuitous  comeback.,1
hodges announces rugby retirement scarlets and usa eagles forward dave hodges has ended his playing career to pursue a coaching role in the states.  the 36-year-old  who has 54 caps  was llanelli s player of the season in 2001/2  but has battled injury for the last two of his seven years at stradey. he tore a pectoral muscle against the ospreys on boxing day  an injury that would have kept him out for the season.  realising i would be unable to play this season  the club and i agreed to end my contract early   said hodges.   it allows me to move back to the us and pursue opportunities there and allows the scarlets to look to the next generation.  the scarlets have begun to rebuild their squad for next season after a disappointing heineken cup campaign  with plenty more signings and departures expected in the coming weeks.  scarlets chief executive stuart gallacher confirmed that 17 of the current squad would be out of contract in the summer.  we have a deliberate policy whereby around half the squad are coming out of contract and they know they won t all be re-signed  it s a chance to invigorate the squad   he said.  i m positive about the future of the scarlets both on and off the field.  gallacher was keen to pay tribute to the role back-five forward hodges has played at stradey park  though.  david has been a highly influential member of our squad for seven years   said gallacher.  he is a real professional and we thank him for the part he has played in our success.  i am sure he has an enormous contribution to make to the development of rugby in the us and we wish him and his family well.  hodges described his years at stradey as  the best time of my life.,0
